,orig_index,f_form,def_form,voltage,vol_p_f,per_exp,grav_cap,grav_e_den,vol_e_den,f_transfer,f_cost_p_kg,def_cost_p_kg,f_cost_p_mol,def_cost_p_mol,cost_p_mol_f,log10_cost_p_mol_f,f_id,def_id,f_spacegroup,def_spacegroup,f_e_hull,def_e_hull,f_bandgap,def_bandgap,f_barrier,def_barrier,direct,products,type
98,617,KTlF4,KTlF3,3.10,101.22,-8.00,83.89,259.79,1361.58,1.0,2688.99,2858.89,859.07,859.03,859.07,2.93,mp-27209,mp-1111295,Spacegroup object (144),Spacegroup object (225),0.00,0.05,2.35,1.96,0.61,-,Yes,KTlF4,Partial
99,147,NClOF4,NClO,4.54,26.13,55.83,757.89,3443.89,7740.83,4.0,1.13,0.11,0.16,0.01,0.04,-1.40,mp-556500,mp-505727,Spacegroup object (108),Spacegroup object (62),0.00,0.00,1.62,1.98,0.65,-,Yes,NClOF4,Complete
100,444,LiAuF6,LiAuF4,4.87,51.31,22.15,168.62,820.98,4222.78,2.0,27760.20,31528.39,8824.91,8824.83,4412.46,3.64,mp-1079483,mp-554442,Spacegroup object (148),Spacegroup object (13),0.00,0.00,1.86,1.98,-,0.32,Yes,LiAuF6,Partial
101,515,Sb2XeF16,Sb2XeF14,5.09,168.99,16.75,78.97,402.12,1341.08,2.0,351.14,371.84,238.35,238.27,119.17,2.08,mp-1195711,mp-27290,Spacegroup object (2),Spacegroup object (2),0.00,0.00,1.65,1.98,-,-,Yes,Sb2XeF16,Partial
102,509,MgNiF6,MgNiF5,5.41,92.43,8.73,136.06,735.39,2602.39,1.0,5.59,5.97,1.10,1.06,1.10,0.04,mp-1409292,mp-1397453,Spacegroup object (148),Spacegroup object (15),0.00,0.02,0.00,2.00,-,-,Yes,MgNiF6,Partial
103,431,RbTlF4,RbTlF3,3.28,117.08,4.26,73.26,240.04,1245.52,1.0,5967.87,6294.65,2183.31,2183.28,2183.31,3.34,mp-27210,mp-1113914,Spacegroup object (57),Spacegroup object (225),0.00,0.00,2.76,2.06,1.09,-,Yes,RbTlF4,Partial
104,446,KVF4,KVF3,1.72,96.61,28.06,161.42,276.94,790.33,1.0,116.25,131.01,19.30,19.26,19.30,1.29,mp-560997,mp-557257,Spacegroup object (62),Spacegroup object (221),0.00,0.00,1.93,2.08,0.80,0.80,Yes,KVF4,Partial
105,227,LiCrPO4F,LiCrPO4,1.77,89.02,14.65,155.01,274.98,886.93,1.0,6.94,7.55,1.20,1.16,1.20,0.08,mp-25448,mp-25447,Spacegroup object (2),Spacegroup object (62),0.00,0.01,2.03,2.13,-,-,Yes,LiCrPO4F,Complete
106,618,CaNiF6,CaNiF5,5.50,122.88,22.87,125.97,692.98,1992.34,1.0,5.34,5.67,1.14,1.10,1.14,0.06,mp-1323553,mp-1376405,Spacegroup object (148),Spacegroup object (14),0.00,0.00,2.15,2.21,-,-,Yes,CaNiF6,Partial
107,585,LiV2F6,LiV2F5,1.34,107.58,-3.47,120.29,161.38,555.00,1.0,170.98,186.74,38.10,38.06,38.10,1.58,mp-559701,mp-758252,Spacegroup object (136),Spacegroup object (63),0.00,0.06,0.00,2.24,0.22,0.22,Yes,LiV2F6,Partial
108,430,CsTlF4,CsTlF3,3.42,125.06,7.63,64.85,221.98,1218.16,1.0,21951.38,23009.00,9072.12,9072.08,9072.12,3.96,mp-1541564,mp-1078203,Spacegroup object (57),Spacegroup object (225),0.00,0.00,2.79,2.30,-,-,Yes,CsTlF4,Partial
109,528,WOF4,WOF3,2.82,101.12,38.72,97.17,274.20,1241.99,1.0,24.09,25.72,6.64,6.61,6.64,0.82,mp-752955,mp-753398,Spacegroup object (79),Spacegroup object (19),0.00,0.00,3.99,2.36,4.69,4.69,Yes,WOF4,Partial
110,513,KAuF6,KAuF4,4.80,66.45,19.80,153.13,735.13,3215.54,2.0,25209.83,28279.18,8824.84,8824.76,4412.42,3.64,mp-12442,mp-5309,Spacegroup object (166),Spacegroup object (140),0.00,0.00,2.11,2.36,0.88,0.88,Yes,KAuF6,Partial
111,603,Li2VF6,Li2VF5,3.18,100.42,11.15,149.88,476.56,1409.12,1.0,112.03,125.11,20.03,19.99,20.03,1.30,mp-753861,mp-754000,Spacegroup object (136),Spacegroup object (15),0.00,0.01,2.11,2.45,1.08,-,Yes,Li2VF6,Partial
112,566,Ba(AuF6)2,Ba(AuF4)2,5.24,74.70,52.80,141.20,740.16,3123.03,4.0,23245.19,25830.39,17648.70,17648.55,4412.17,3.64,mp-558168,mp-28719,Spacegroup object (221),Spacegroup object (82),0.00,0.00,1.54,2.49,-,-,Yes,Ba(AuF6)2,Partial
113,295,Li2CoO2F,Li2CoO2,1.26,49.00,11.07,216.47,272.20,1142.09,1.0,25.32,29.55,3.14,3.10,3.14,0.50,mp-764063,mp-755297,Spacegroup object (164),Spacegroup object (164),0.00,0.04,0.48,2.55,1.95,-,Yes,Li2CoO2F,Complete
114,80,LiVPO4F,LiVPO4,1.66,91.93,24.37,155.96,259.21,804.62,1.0,112.63,126.38,19.36,19.32,19.36,1.29,mp-25423,mp-26127,Spacegroup object (2),Spacegroup object (63),0.00,0.00,1.62,2.60,-,-,Yes,LiVPO4F,Complete
115,538,CsVOF4,CsVOF3,3.07,136.49,23.23,97.16,298.72,1002.48,1.0,29844.68,32052.13,8232.36,8232.32,8232.36,3.92,mp-1193015,mp-557931,Spacegroup object (62),Spacegroup object (55),0.00,0.02,3.55,2.71,-,-,Yes,CsVOF4,Partial
116,522,CaCrF6,CaCrF5,4.47,127.62,22.73,130.06,581.96,1560.41,1.0,3.93,4.12,0.81,0.77,0.81,-0.09,mp-557519,mp-556748,Spacegroup object (148),Spacegroup object (15),0.00,0.00,1.40,2.72,0.45,-,Yes,CaCrF6,Partial
117,514,Sb2XeF16,Sb2XeF12,5.11,84.49,16.30,157.94,807.63,2693.46,4.0,351.14,395.15,238.35,238.20,59.59,1.78,mp-1195711,mp-1193829,Spacegroup object (2),Spacegroup object (4),0.00,0.00,1.65,2.73,-,-,Yes,Sb2XeF16,Partial
118,445,KMnF4,KMnF3,3.26,91.48,18.80,157.63,513.21,1584.00,1.0,4.45,4.76,0.76,0.72,0.76,-0.12,mp-558116,mp-558046,Spacegroup object (14),Spacegroup object (62),0.00,0.00,2.15,2.78,0.91,0.91,Yes,KMnF4,Partial
119,264,S(OF)2,SO2,3.20,43.98,15.80,525.21,1682.65,3241.87,2.0,0.83,0.12,0.08,0.01,0.04,-1.38,mp-8537,mp-27726,Spacegroup object (92),Spacegroup object (41),0.00,0.00,5.88,2.84,1.10,-,Yes,S(OF)2,Complete
120,477,BaWF7,Ba2W2F11,2.25,102.65,6.33,88.52,198.75,973.40,1.5,14.96,15.82,6.79,13.47,4.53,0.66,mp-1047945,mp-1040871,Spacegroup object (14),Spacegroup object (145),0.00,0.06,3.28,2.85,-,-,Yes,BaWF7,Partial
121,466,CaFeF5,CaFeF4,2.67,105.31,28.99,140.38,375.48,1130.32,1.0,1.60,1.56,0.31,0.27,0.31,-0.51,mp-1392416,mp-1400147,Spacegroup object (15),Spacegroup object (140),0.00,0.06,3.60,2.85,-,-,Yes,CaFeF5,Partial
122,611,RbBiF6,RbBiF4,4.19,75.99,38.21,131.24,549.73,2453.39,2.0,3247.27,3580.14,1326.31,1326.23,663.15,2.82,mp-27421,mp-615746,Spacegroup object (148),Spacegroup object (227),0.00,0.06,2.64,2.88,1.13,-,Yes,RbBiF6,Partial
123,524,KCrF6,KCrF4,4.70,60.71,27.75,261.37,1227.89,3443.67,2.0,5.96,6.86,1.22,1.15,0.61,-0.21,mp-20076,mp-5053,Spacegroup object (148),Spacegroup object (62),0.00,0.00,1.19,2.92,0.71,-,Yes,KCrF6,Partial
124,613,Sb2BrF17,Sb2BrF15,5.48,160.68,10.25,82.93,454.38,1517.64,2.0,3.73,3.84,2.41,2.33,1.20,0.08,mp-559807,mp-30213,Spacegroup object (14),Spacegroup object (14),0.00,0.00,0.15,2.97,-,-,Yes,Sb2BrF17,Partial
125,529,MgAs2(XeF9)2,MgAs2(XeF8)2,5.05,195.44,-0.71,68.84,347.54,1149.71,2.0,608.15,639.25,473.57,473.49,236.79,2.37,mp-554686,mp-556078,Spacegroup object (14),Spacegroup object (55),0.00,0.00,2.90,2.97,-,-,Yes,MgAs2(XeF9)2,Partial
126,456,Rb2MnF6,Rb2MnF4,3.26,82.51,25.46,157.72,514.23,1758.57,2.0,7796.74,8777.88,2649.83,2649.75,1324.92,3.12,mp-558111,mp-1206523,Spacegroup object (225),Spacegroup object (139),0.00,0.00,3.30,3.02,1.41,-,Yes,Rb2MnF6,Partial
127,575,ZnCrF6,ZnCrF5,4.38,105.21,14.78,115.83,507.63,1853.86,1.0,3.82,3.99,0.88,0.85,0.88,-0.05,mp-35311,mp-1393890,Spacegroup object (148),Spacegroup object (15),0.00,0.04,1.25,3.08,1.91,-,Yes,ZnCrF6,Partial
128,59,As(BrF2)3,AsBr3,3.66,37.15,29.02,375.17,1373.20,4384.74,6.0,3.19,3.62,1.37,1.14,0.23,-0.64,mp-28159,mp-23317,Spacegroup object (2),Spacegroup object (19),0.00,0.00,1.63,3.13,-,-,Yes,As(BrF2)3,Complete
129,588,SbClF10,SbClF8,5.00,96.93,16.41,154.39,771.69,2294.98,2.0,3.14,3.28,1.09,1.01,0.54,-0.26,mp-29940,mp-27314,Spacegroup object (57),Spacegroup object (2),0.00,0.00,2.35,3.13,-,-,Yes,SbClF10,Partial
130,502,BaFeF5,BaFeF4,2.69,112.37,16.03,93.01,250.12,1065.07,1.0,0.87,0.79,0.25,0.21,0.25,-0.60,mp-14999,mp-554451,Spacegroup object (14),Spacegroup object (36),0.00,0.00,3.71,3.15,-,0.61,Yes,BaFeF5,Partial
131,454,AgBF5,AgBF4,4.36,96.04,23.65,125.43,546.31,2018.29,1.0,264.10,289.68,56.43,56.39,56.43,1.75,mp-5160,mp-12021,Spacegroup object (85),Spacegroup object (62),0.00,0.00,0.00,3.16,-,0.66,Yes,AgBF5,Partial
132,555,MgCrF6,MgCrF5,4.28,106.47,20.04,140.84,602.97,1789.56,1.0,4.07,4.30,0.77,0.74,0.77,-0.11,mp-554955,mp-1395450,Spacegroup object (148),Spacegroup object (15),0.00,0.04,1.59,3.18,1.17,-,Yes,MgCrF6,Partial
133,464,LiFe2F6,LiFe2F5,2.63,106.51,6.47,115.22,303.27,1099.83,1.0,3.68,3.83,0.86,0.82,0.86,-0.07,mp-557403,mp-776764,Spacegroup object (102),Spacegroup object (1),0.00,0.04,1.71,3.22,2.66,-,Yes,LiFe2F6,Partial
134,506,KBiF6,KBiF4,4.32,76.08,46.49,148.05,640.22,2529.60,2.0,5.70,6.13,2.06,1.99,1.03,0.01,mp-557724,mp-581857,Spacegroup object (132),Spacegroup object (227),0.00,0.04,2.44,3.23,-,0.65,Yes,KBiF6,Partial
135,510,NaCrF6,NaCrF4,4.81,55.78,39.53,283.65,1364.92,3839.63,2.0,4.17,4.71,0.79,0.71,0.39,-0.40,mp-646192,mp-17523,Spacegroup object (62),Spacegroup object (14),0.00,0.00,1.37,3.23,-,3.84,Yes,NaCrF6,Partial
136,441,LiFeF6,LiFeF4,5.61,48.95,17.32,303.22,1702.09,5103.11,2.0,4.71,5.45,0.83,0.76,0.42,-0.38,mp-1222351,mp-776264,Spacegroup object (102),Spacegroup object (15),0.00,0.00,1.26,3.24,-,3.47,Yes,LiFeF6,Partial
137,610,CsBrF6,CsBrF4,4.28,76.87,20.57,164.02,701.51,2476.20,2.0,25135.07,28441.74,8214.14,8214.06,4107.07,3.61,mp-541226,mp-1103152,Spacegroup object (148),Spacegroup object (71),0.00,0.00,3.99,3.28,-,2.15,Yes,CsBrF6,Partial
138,625,K2NiF6,K2NiF4,4.71,69.93,27.61,213.66,1006.47,2998.00,2.0,8.19,9.29,2.05,1.98,1.03,0.01,mp-605034,mp-556546,Spacegroup object (225),Spacegroup object (139),0.00,0.00,2.36,3.36,1.04,1.04,Yes,K2NiF6,Partial
139,82,LiMnPO4F,LiMnPO4,3.29,90.86,15.87,152.41,500.93,1609.86,1.0,4.61,4.93,0.81,0.77,0.81,-0.09,mp-25410,mp-18997,Spacegroup object (2),Spacegroup object (62),0.00,0.00,0.87,3.41,-,-,Yes,LiMnPO4F,Complete
140,697,Rb2CrF6,Rb2CrF5,4.62,166.36,20.08,79.55,367.51,1235.90,1.0,7865.97,8335.90,2650.22,2650.18,2650.22,3.42,mp-560562,mp-27154,Spacegroup object (225),Spacegroup object (62),0.02,0.00,0.00,3.42,0.33,0.33,Yes,Rb2CrF6,Partial
141,574,CaWF6,CaWF5,1.81,144.36,21.78,79.32,143.47,557.66,1.0,20.15,21.23,6.81,6.77,6.81,0.83,mp-1395540,mp-1409253,Spacegroup object (148),Spacegroup object (15),0.00,0.07,3.74,3.45,-,-,Yes,CaWF6,Partial
142,426,Cs2MnF6,Cs2MnF4,3.16,95.75,31.60,123.30,389.19,1467.13,2.0,37786.88,41405.61,16427.44,16427.37,8213.72,3.91,mp-557912,mp-1206528,Spacegroup object (225),Spacegroup object (139),0.00,0.00,3.38,3.46,-,0.67,Yes,Cs2MnF6,Partial
143,83,YbOF,YbO,2.73,38.10,42.28,128.83,351.47,3186.79,1.0,14.42,15.67,3.00,2.96,3.00,0.48,mp-7028,mp-1216,Spacegroup object (12),Spacegroup object (225),0.00,0.00,2.21,3.46,-,-,Yes,YbOF,Complete
144,583,CaSnF6,CaSnF4,2.32,77.70,67.63,196.51,455.51,1327.78,2.0,9.31,10.49,2.54,2.46,1.27,0.10,mp-8224,mp-1048327,Spacegroup object (225),Spacegroup object (123),0.00,0.04,5.39,3.50,1.09,-,Yes,CaSnF6,Partial
145,590,LiMnF4,LiMnF3,3.39,70.01,15.96,194.39,658.39,2152.87,1.0,6.04,6.68,0.83,0.79,0.83,-0.08,mp-558059,mp-777355,Spacegroup object (14),Spacegroup object (56),0.00,0.02,1.54,3.52,0.13,-,Yes,LiMnF4,Partial
146,531,BaCrF6,BaCrF5,4.41,118.37,12.98,88.36,389.81,1658.69,1.0,2.48,2.52,0.75,0.72,0.75,-0.12,mp-559246,mp-541031,Spacegroup object (166),Spacegroup object (19),0.00,0.00,0.24,3.56,0.26,-,Yes,BaCrF6,Partial
147,589,BaSnF6,BaSnF4,2.41,63.00,14.88,144.86,349.80,1705.94,2.0,6.71,7.25,2.48,2.41,1.24,0.09,mp-8290,mp-1103397,Spacegroup object (148),Spacegroup object (129),0.00,0.00,4.99,3.66,2.59,2.59,Yes,BaSnF6,Partial
148,428,CaMoF6,CaMoF5,2.80,141.16,20.13,107.20,300.56,883.96,1.0,16.67,17.88,4.17,4.13,4.17,0.62,mp-1401355,mp-1402613,Spacegroup object (148),Spacegroup object (15),0.00,0.01,2.50,3.70,-,-,Yes,CaMoF6,Partial
149,587,Rb2NiF6,Rb2NiF4,4.60,79.37,32.25,156.00,717.81,2580.22,2.0,7713.61,8672.36,2650.55,2650.47,1325.27,3.12,mp-556417,mp-561317,Spacegroup object (225),Spacegroup object (139),0.00,0.00,2.42,3.73,-,-,Yes,Rb2NiF6,Partial
150,580,MgMoF6,MgMoF5,2.57,117.97,16.41,114.42,293.77,968.61,1.0,17.64,19.02,4.13,4.09,4.13,0.62,mp-1398330,mp-1445001,Spacegroup object (148),Spacegroup object (15),0.00,0.06,2.44,3.79,-,-,Yes,MgMoF6,Partial
151,578,K2CrF6,K2CrF5,4.79,144.67,14.97,109.76,526.25,1474.94,1.0,7.07,7.50,1.73,1.69,1.73,0.24,mp-1211950,mp-1212394,Spacegroup object (225),Spacegroup object (60),0.00,0.00,0.00,3.81,1.41,-,Yes,K2CrF6,Partial
152,474,TlSbF6,TlSbF4,2.86,73.23,27.84,121.79,348.65,1739.77,2.0,1952.46,2136.75,859.34,859.27,429.67,2.63,mp-8348,mp-29286,Spacegroup object (166),Spacegroup object (14),0.00,0.00,4.33,3.86,0.74,-,Yes,TlSbF6,Partial
153,91,LiFePO4F,LiFePO4,2.83,90.70,20.18,151.63,429.06,1388.44,1.0,4.16,4.41,0.73,0.70,0.73,-0.13,mp-25407,mp-19017,Spacegroup object (2),Spacegroup object (62),0.00,0.00,1.93,3.92,-,-,Yes,LiFePO4F,Complete
154,172,RbBrF4,RbBr,4.05,35.57,63.94,444.16,1800.84,5073.31,4.0,5490.66,8012.86,1325.25,1325.10,331.31,2.52,mp-28577,mp-22867,Spacegroup object (140),Spacegroup object (225),0.00,0.00,3.37,4.19,-,-,Yes,RbBrF4,Complete
155,202,FeSO4F,FeSO4,3.12,86.60,16.32,156.82,489.12,1602.91,1.0,0.44,0.24,0.07,0.04,0.07,-1.13,mp-1103970,mp-19254,Spacegroup object (15),Spacegroup object (62),0.00,0.00,2.10,4.21,1.65,-,Yes,FeSO4F,Complete
156,619,CaNiF6,CaNiF4,5.14,61.44,59.38,251.94,1295.34,3724.17,2.0,5.34,6.07,1.14,1.06,0.57,-0.25,mp-1323553,mp-1868908,Spacegroup object (148),Spacegroup object (140),0.00,0.07,2.15,4.22,-,-,Yes,CaNiF6,Partial
157,455,NaSbF6,NaSbF4,2.91,75.95,51.03,207.17,601.89,1702.55,2.0,3.88,4.20,1.00,0.93,0.50,-0.30,mp-5955,mp-29269,Spacegroup object (225),Spacegroup object (14),0.00,0.00,4.89,4.31,0.70,-,Yes,NaSbF6,Partial
158,112,KBrF4,KBr,3.92,28.02,48.83,549.79,2153.50,6222.55,4.0,5.17,7.19,1.01,0.86,0.25,-0.60,mp-23550,mp-23251,Spacegroup object (140),Spacegroup object (225),0.00,0.00,3.20,4.32,1.20,-,Yes,KBrF4,Complete
159,483,Rb3CrF7,Rb3CrF6,4.23,204.44,4.76,60.72,256.77,920.59,1.0,9005.70,9410.67,3975.01,3974.97,3975.01,3.60,mp-20919,mp-1113631,Spacegroup object (127),Spacegroup object (225),0.00,0.00,0.44,4.40,-,-,Yes,Rb3CrF7,Partial
160,508,CsSbF6,CsSbF4,2.77,79.58,24.19,145.40,403.46,1551.89,2.0,22282.27,24842.55,8214.49,8214.41,4107.25,3.61,mp-9636,mp-29296,Spacegroup object (148),Spacegroup object (55),0.00,0.00,5.04,4.40,1.38,-,Yes,CsSbF6,Partial
161,620,KSbF6,KSbF4,2.88,70.28,22.67,195.03,562.38,1826.07,2.0,5.23,5.75,1.44,1.36,0.72,-0.14,mp-541908,mp-5079,Spacegroup object (206),Spacegroup object (59),0.00,0.00,4.96,4.43,0.38,-,Yes,KSbF6,Partial
162,582,CsAsF6,CsAsF4,2.96,74.31,10.60,166.56,492.84,1772.16,2.0,25523.39,28940.09,8213.87,8213.80,4106.94,3.61,mp-9820,mp-5707,Spacegroup object (148),Spacegroup object (4),0.00,0.00,5.22,4.61,0.90,-,Yes,CsAsF6,Partial
163,476,BaNiF6,BaNiF4,5.45,56.65,23.49,172.91,941.59,4278.16,2.0,3.49,3.69,1.08,1.00,0.54,-0.27,mp-613910,mp-555321,Spacegroup object (166),Spacegroup object (36),0.00,0.00,0.00,4.66,1.10,1.10,Yes,BaNiF6,Partial
164,564,ReSbOF10,ReSbOF9,3.05,225.14,15.99,52.15,159.09,603.06,1.0,1336.13,1387.34,686.70,686.67,686.70,2.84,mp-554432,mp-541654,Spacegroup object (3),Spacegroup object (14),0.00,0.02,2.00,4.69,-,-,Yes,ReSbOF10,Partial
165,462,LiBiF6,LiBiF4,4.70,57.11,40.50,162.48,763.96,3664.45,2.0,6.48,7.06,2.14,2.06,1.07,0.03,mp-27419,mp-28567,Spacegroup object (148),Spacegroup object (88),0.00,0.00,2.54,4.85,0.71,0.71,Yes,LiBiF6,Partial
166,493,SrNiF6,SrNiF4,5.17,50.89,23.40,205.92,1065.49,4524.62,2.0,6.24,6.96,1.62,1.55,0.81,-0.09,mp-555718,mp-1208631,Spacegroup object (166),Spacegroup object (36),0.00,0.02,0.00,5.00,1.07,1.07,Yes,SrNiF6,Partial
167,120,CsSO3F,CsSO3,2.67,122.72,12.69,115.54,308.06,966.90,1.0,35408.50,38567.02,8213.61,8213.57,8213.61,3.91,mp-622195,mp-561681,Spacegroup object (14),Spacegroup object (186),0.00,0.00,5.16,5.11,-,-,Yes,CsSO3F,Complete
168,449,LiSbF6,LiSbF4,2.94,56.53,30.71,220.87,650.26,2317.93,2.0,6.24,7.02,1.51,1.44,0.76,-0.12,mp-3980,mp-1190441,Spacegroup object (148),Spacegroup object (198),0.00,0.00,4.93,5.14,0.67,-,Yes,LiSbF6,Partial
169,2,BaSb2F12,BaSb2,2.34,22.27,144.68,528.26,1236.06,4676.59,12.0,3.13,3.80,1.90,1.45,0.16,-0.80,mp-554765,mp-2196,Spacegroup object (1),Spacegroup object (11),0.00,0.00,4.04,0.00,-,-,No,BaSb3 + 0.5 BaF2,Complete
170,3,TlHgF3,TlHg,2.81,31.62,60.56,174.05,489.89,3961.60,3.0,1871.52,2134.63,864.58,864.47,288.19,2.46,mp-998758,mp-11473,Spacegroup object (55),Spacegroup object (221),0.00,0.00,2.20,0.00,0.40,-,No,TlHg3 + 2 TlF,Complete
171,4,PdPbF4,PdPb,2.86,24.55,127.95,275.16,788.31,5194.37,4.0,13522.00,16798.05,5268.36,5268.20,1317.09,3.12,mp-20805,mp-1210215,Spacegroup object (140),Spacegroup object (2),0.00,0.00,0.88,0.00,-,-,No,Pd3Pb + 2 PbF2,Complete
172,5,NiRhF6,NiRh,3.19,17.11,303.46,583.51,1858.99,8285.41,6.0,54893.83,93614.03,15128.15,15127.92,2521.36,3.40,mp-20580,mp-1220054,Spacegroup object (148),Spacegroup object (166),0.00,0.07,0.02,0.00,0.71,-,No,Rh + NiF2,Complete
173,8,La(AuF4)3,LaAu3,3.24,23.37,205.26,335.79,1086.48,6161.17,12.0,27640.24,36274.04,26473.44,26472.98,2206.12,3.34,mp-28993,mp-864901,Spacegroup object (167),Spacegroup object (194),0.00,0.02,2.17,0.00,0.33,-,No,La14Au51 + 3 LaF3,Complete
174,10,MgPbF6,MgPb,2.07,19.49,119.15,465.44,962.76,4723.80,6.0,2.03,2.03,0.70,0.47,0.12,-0.93,mp-19734,mp-1185937,Spacegroup object (148),Spacegroup object (51),0.00,0.01,3.35,0.00,1.08,-,No,Pb + MgF2,Complete
175,12,NiSnF6,NiSn,2.43,18.28,225.16,551.86,1339.91,5911.73,6.0,11.20,17.11,3.26,3.04,0.54,-0.26,mp-560023,mp-680646,Spacegroup object (148),Spacegroup object (55),0.00,0.01,0.00,0.00,1.22,-,No,Ni4Sn3 + SnF2,Complete
176,13,ZnRhF6,ZnRh,3.19,17.49,277.00,569.63,1815.75,8112.63,6.0,53585.69,89875.06,15127.50,15127.28,2521.25,3.40,mp-15637,mp-6938,Spacegroup object (148),Spacegroup object (221),0.00,0.00,0.00,0.00,5.89,-,No,Rh + ZnF2,Complete
177,14,EuSnF7,EuSn,1.85,20.59,119.22,464.77,860.65,4003.20,7.0,17.98,25.83,7.26,6.99,1.04,0.02,mp-21580,mp-567833,Spacegroup object (14),Spacegroup object (63),0.00,0.00,0.00,0.00,-,-,No,Eu3Sn5 + 2 EuF2,Complete
178,15,LuAu2F9,LuAu2,2.98,20.56,202.63,326.01,972.58,6456.54,9.0,24005.13,31219.38,17761.05,17760.71,1973.45,3.30,mp-14802,mp-1018152,Spacegroup object (60),Spacegroup object (139),0.00,0.00,1.94,0.00,-,-,No,LuAu3 + 0.5 LuF3,Complete
179,16,NaBiF6,NaBi,2.66,22.79,135.30,464.82,1234.32,5185.15,6.0,4.70,6.03,1.63,1.40,0.27,-0.57,mp-27420,mp-22924,Spacegroup object (148),Spacegroup object (123),0.00,0.00,2.73,0.00,0.70,-,No,Bi + NaF,Complete
180,17,LiAuF6,LiAu,3.70,17.10,229.96,505.85,1869.74,9617.17,6.0,27760.20,43277.85,8824.91,8824.68,1470.82,3.17,mp-1079483,mp-1206794,Spacegroup object (148),Spacegroup object (221),0.00,0.00,1.86,0.00,-,-,No,LiAu3 + 2 LiF,Complete
181,18,ZrNiF6,ZrNi,1.48,22.23,296.35,609.34,904.06,2969.89,6.0,16.51,27.53,4.36,4.13,0.73,-0.14,mp-1206530,mp-556,Spacegroup object (225),Spacegroup object (63),0.00,0.00,0.00,0.00,-,-,No,ZrNi3 + 2 ZrF4,Complete
182,19,Zr3InF15,Zr3In,1.18,16.50,175.56,596.95,701.86,3171.15,15.0,44.07,74.93,29.68,29.11,1.98,0.30,mp-34291,mp-20695,Spacegroup object (167),Spacegroup object (221),0.00,0.00,5.19,0.00,0.85,-,No,ZrIn + 2 ZrF4,Complete
183,20,MnPtF6,MnPt,3.05,19.63,287.75,441.77,1348.47,6921.84,6.0,14899.67,21691.83,5423.66,5423.44,903.94,2.96,mp-557668,mp-1670,Spacegroup object (148),Spacegroup object (123),0.00,0.00,1.84,0.00,-,-,No,MnPt3 + 2 MnF2,Complete
184,23,CaCuF4,CaCu,1.38,19.57,64.78,596.86,822.98,3136.00,4.0,3.48,4.56,0.63,0.47,0.16,-0.81,mp-12266,mp-585949,Spacegroup object (140),Spacegroup object (62),0.00,0.00,0.96,0.00,0.39,-,No,CaCu5 + 4 CaF2,Complete
185,28,CaCuF5,CaCu,2.05,20.29,113.55,674.71,1383.93,4499.41,5.0,3.34,4.56,0.66,0.47,0.13,-0.88,mp-1786455,mp-585949,Spacegroup object (2),Spacegroup object (62),0.00,0.00,0.15,0.00,-,-,No,CaCu5 + 4 CaF2,Complete
186,32,TlSnF7,TlSn,2.67,19.03,124.63,411.35,1098.87,6247.68,7.0,1887.59,2663.72,860.90,860.63,122.99,2.09,mp-17649,mp-2556,Spacegroup object (14),Spacegroup object (123),0.00,0.05,2.00,0.00,-,-,No,TlSnF3,Complete
187,34,Ru(OF3)2,RuO2,4.26,25.37,369.81,650.89,2774.74,7477.18,6.0,4296.42,7975.12,1061.47,1061.24,176.91,2.25,mp-505242,mp-825,Spacegroup object (206),Spacegroup object (136),0.00,0.00,0.00,0.00,-,-,No,RuOF4 + 0.5 RuO4,Complete
188,35,LuZr3F15,LuZr3,0.65,17.04,158.62,548.00,354.91,1691.98,15.0,167.68,272.91,123.01,122.44,8.20,0.91,mp-531792,mp-1185530,Spacegroup object (2),Spacegroup object (194),0.00,0.01,5.52,0.00,-,-,No,Zr + 0.3333 LuF3,Complete
189,38,LiAuF4,LiAu,3.11,21.01,170.13,383.01,1191.13,6589.11,4.0,31528.39,43277.85,8824.83,8824.68,2206.21,3.34,mp-554442,mp-1206794,Spacegroup object (13),Spacegroup object (221),0.00,0.00,1.98,0.00,1.79,-,No,LiAu3 + 2 LiF,Complete
190,39,CrSbF10,CrSb,2.91,18.83,357.33,736.83,2146.96,6887.74,10.0,4.33,6.87,1.58,1.19,0.16,-0.80,mp-557145,mp-1641,Spacegroup object (14),Spacegroup object (194),0.00,0.03,2.15,0.00,-,-,No,Sb + CrF2,Complete
191,40,MgRhF6,MgRh,2.60,17.59,245.26,666.70,1732.59,6576.42,6.0,62716.98,118914.44,15127.39,15127.16,2521.23,3.40,mp-9927,mp-1172,Spacegroup object (148),Spacegroup object (221),0.00,0.00,0.00,0.00,0.40,-,No,MgRh3 + 2 MgF2,Complete
192,41,LiBiF6,LiBi,2.67,19.04,137.00,487.43,1303.57,6252.80,6.0,6.48,8.84,2.14,1.91,0.36,-0.45,mp-27419,mp-22902,Spacegroup object (148),Spacegroup object (123),0.00,0.00,2.54,0.00,0.76,-,No,Bi + LiF,Complete
193,42,CaPdF6,CaPd,2.60,20.46,179.35,617.34,1608.05,5665.04,6.0,20223.97,35958.73,5268.11,5267.88,878.02,2.94,mp-7922,mp-213,Spacegroup object (148),Spacegroup object (221),0.00,0.00,2.11,0.00,0.83,-,No,CaPd2 + CaF2,Complete
