,orig_index,f_form,def_form,voltage,vol_p_f,per_exp,grav_cap,grav_e_den,vol_e_den,f_transfer,f_cost_p_kg,def_cost_p_kg,f_cost_p_mol,def_cost_p_mol,cost_p_mol_f,log10_cost_p_mol_f,f_id,def_id,f_spacegroup,def_spacegroup,f_e_hull,def_e_hull,f_bandgap,def_bandgap,f_barrier,def_barrier,direct,products,type
541,287,KAsF6,KAs,2.36,20.60,88.33,705.27,1664.59,5099.05,6.0,3.59,5.18,0.82,0.59,0.14,-0.86,mp-7569,mp-713,Spacegroup object (166),Spacegroup object (19),0.00,0.00,4.94,0.67,1.66,-,No,K3As7 + 4 KF,Complete
542,266,KTeF5,KTe,2.46,26.67,54.54,512.08,1257.30,4096.73,5.0,33.62,51.63,8.80,8.61,1.76,0.25,mp-4648,mp-2072,Spacegroup object (57),Spacegroup object (194),0.00,0.00,5.20,0.67,-,-,No,K2Te3 + KF,Complete
543,729,RuXeF11,RuXeF7,5.11,51.90,16.93,242.91,1240.29,4378.24,4.0,2940.97,3552.27,1297.98,1297.83,324.50,2.51,mp-649601,mp-27288,Spacegroup object (62),Spacegroup object (14),0.04,0.00,0.00,0.68,-,-,No,XeF3 + RuF6,Partial
544,37,KSnF3,KSn,1.41,33.54,28.35,374.32,525.99,1864.57,3.0,13.22,17.26,2.84,2.72,0.95,-0.02,mp-28774,mp-542374,Spacegroup object (2),Spacegroup object (142),0.00,0.00,3.51,0.70,-,-,No,K4Sn9 + 5 KF,Complete
545,11,RbSbF6,RbSb,2.16,23.84,61.62,500.62,1082.31,4036.31,6.0,4127.05,6396.13,1325.69,1325.46,220.95,2.34,mp-9821,mp-10487,Spacegroup object (148),Spacegroup object (14),0.00,0.00,4.88,0.73,7.47,-,No,RbSb2 + RbF,Complete
546,101,RbSnF3,RbSn,1.41,37.01,27.57,307.86,434.78,1698.50,3.0,5081.25,6499.09,1327.09,1326.97,442.36,2.65,mp-1198796,mp-11054,Spacegroup object (14),Spacegroup object (142),0.00,0.00,3.69,0.74,-,-,No,Sn + RbF,Complete
547,340,Rb16Sn16F47,RbSn,1.44,35.06,18.34,302.82,436.65,1830.48,47.0,5104.45,6499.09,21233.33,1326.97,451.77,2.65,mp-530885,mp-11054,Spacegroup object (1),Spacegroup object (142),0.02,0.00,0.91,0.74,-,-,No,Sn + RbF,Complete
548,802,Mn3(OF3)2,Mn3O2F5,3.88,132.28,-17.02,86.23,334.83,1306.40,1.0,1.72,1.70,0.53,0.50,0.53,-0.27,mp-1639489,mp-759619,Spacegroup object (7),Spacegroup object (71),0.07,0.06,0.81,0.77,-,-,No,MnF3 + 0.5 MnO2,Partial
549,728,Mn2OF3,Mn2OF2,2.63,75.11,13.19,146.56,385.45,1558.32,1.0,1.73,1.70,0.32,0.28,0.32,-0.50,mp-755331,mp-759797,Spacegroup object (74),Spacegroup object (9),0.04,0.05,0.33,0.78,0.49,0.49,No,Mn3O4 + 5 MnF2,Partial
550,799,Mn2OF4,Mn2OF2,3.30,47.90,44.37,265.53,877.56,3070.71,2.0,1.76,1.70,0.36,0.28,0.18,-0.75,mp-1295109,mp-759797,Spacegroup object (4),Spacegroup object (9),0.07,0.05,0.95,0.78,-,0.80,No,Mn3O4 + 5 MnF2,Partial
551,111,NaTeF5,NaTe,2.48,23.25,88.19,545.67,1353.37,4747.61,5.0,34.05,54.27,8.36,8.17,1.67,0.22,mp-29355,mp-28353,Spacegroup object (62),Spacegroup object (60),0.00,0.01,5.25,0.79,-,-,No,NaTe3 + 2 NaF,Complete
552,72,TePbF6,TePb,2.65,21.92,85.84,358.32,948.72,5376.62,6.0,19.49,25.44,8.75,8.52,1.46,0.16,mp-29178,mp-19717,Spacegroup object (14),Spacegroup object (225),0.00,0.00,4.38,0.81,-,-,No,Te + PbF2,Complete
553,269,LiPF6,LiP,1.99,15.60,197.98,1058.61,2105.64,5674.64,6.0,5.87,17.48,0.89,0.66,0.15,-0.83,mp-9143,mp-9588,Spacegroup object (148),Spacegroup object (14),0.00,0.00,7.54,0.81,0.85,-,No,Li3P7 + 4 LiF,Complete
554,733,Mn3(OF2)2,Mn3(OF)2,2.67,56.09,18.23,196.49,524.60,2118.57,2.0,1.68,1.62,0.46,0.38,0.23,-0.64,mp-849358,mp-756945,Spacegroup object (136),Spacegroup object (14),0.04,0.05,1.02,0.81,3.13,3.13,No,Mn3O4 + 3 MnF2,Partial
555,789,Mn3O2F5,Mn3(OF)2,3.11,53.14,68.02,275.54,856.15,2602.32,3.0,1.70,1.62,0.50,0.38,0.17,-0.78,mp-759619,mp-756945,Spacegroup object (71),Spacegroup object (14),0.06,0.05,0.77,0.81,-,0.50,No,Mn3O4 + 3 MnF2,Partial
556,801,Mn3(OF3)2,Mn3(OF)2,3.30,33.07,39.41,344.93,1138.64,4442.64,4.0,1.72,1.62,0.53,0.38,0.13,-0.87,mp-1639489,mp-756945,Spacegroup object (7),Spacegroup object (14),0.07,0.05,0.81,0.81,-,0.35,No,Mn3O4 + 3 MnF2,Partial
557,187,VOF,VO,1.51,34.84,62.85,311.87,471.96,1933.30,1.0,217.42,278.56,18.69,18.65,18.69,1.27,mp-754589,mp-19184,Spacegroup object (92),Spacegroup object (225),0.00,0.02,0.00,0.85,2.92,-,No,V2O3 + VF2,Complete
558,256,VOF3,VO,2.74,25.53,258.09,648.76,1777.52,4775.41,3.0,151.38,278.56,18.76,18.65,6.25,0.80,mp-556026,mp-19184,Spacegroup object (14),Spacegroup object (225),0.00,0.02,3.66,0.85,0.20,-,No,V2O3 + VF2,Complete
559,290,VOF2,VO,2.24,26.41,146.88,510.81,1144.56,3776.34,2.0,178.42,278.56,18.72,18.65,9.36,0.97,mp-781604,mp-19184,Spacegroup object (1),Spacegroup object (225),0.00,0.02,1.51,0.85,-,-,No,V2O3 + VF2,Complete
560,399,V2O2F3,VO,2.02,28.86,102.34,421.24,851.65,3118.03,3.0,195.98,278.56,37.41,18.65,12.47,1.10,mp-764379,mp-19184,Spacegroup object (9),Spacegroup object (225),0.06,0.02,1.27,0.85,-,-,No,V2O3 + VF2,Complete
561,371,Mn3(O2F)2,Mn3O4,3.38,49.56,19.82,200.90,679.05,3035.18,2.0,1.45,1.35,0.39,0.31,0.19,-0.71,mp-763274,mp-18759,Spacegroup object (58),Spacegroup object (141),0.05,0.00,0.00,0.86,4.16,-,No,Mn2O3 + 0.25 MnF2,Complete
562,624,LiMnF6,Li2Mn2F7,4.78,40.14,42.40,380.99,1820.39,5297.07,2.5,5.17,6.33,0.91,1.63,0.36,-0.44,mp-752752,mp-759600,Spacegroup object (148),Spacegroup object (14),0.00,0.05,0.00,0.86,-,-,No,LiMnF4,Partial
563,679,LiMnF5,Li2Mn2F7,4.13,58.16,23.79,256.28,1058.25,3159.58,1.5,5.55,6.33,0.87,1.63,0.58,-0.24,mp-1176620,mp-759600,Spacegroup object (15),Spacegroup object (14),0.01,0.05,1.10,0.86,-,-,No,LiMnF4,Partial
564,60,Rb3AsF6,Rb3As,1.45,35.31,17.53,361.11,522.49,1823.56,6.0,8925.29,11995.29,3974.57,3974.34,662.43,2.82,mp-1113850,mp-7898,Spacegroup object (225),Spacegroup object (194),0.00,0.00,4.28,0.86,-,-,No,RbAs + 2 RbF,Complete
565,271,NaPF6,NaP,1.94,20.52,182.04,957.46,1854.84,4201.11,6.0,2.27,2.83,0.38,0.15,0.06,-1.20,mp-10474,mp-7440,Spacegroup object (225),Spacegroup object (19),0.00,0.00,7.03,0.87,1.15,-,No,Na3P11 + 8 NaF,Complete
566,480,CaMnF6,CaMnF4,3.76,63.38,57.41,256.47,964.09,2639.76,2.0,2.01,2.01,0.42,0.34,0.21,-0.68,mp-1387972,mp-1398106,Spacegroup object (148),Spacegroup object (140),0.00,0.03,3.21,0.94,-,-,No,MnF3 + CaF2,Partial
567,492,CaMnF5,CaMnF4,3.37,106.13,31.79,141.05,475.02,1412.22,1.0,2.01,2.01,0.38,0.34,0.38,-0.42,mp-557426,mp-1398106,Spacegroup object (15),Spacegroup object (140),0.00,0.03,1.00,0.94,-,-,No,MnF3 + CaF2,Partial
568,355,NbCuO3F,NbCuO3,2.99,79.01,8.25,119.94,358.49,1683.61,1.0,32.43,35.26,7.25,7.21,7.25,0.86,mp-545525,mp-17272,Spacegroup object (2),Spacegroup object (12),0.03,0.02,0.18,0.96,4.37,-,No,NbO2F + CuO,Complete
569,453,CaCuF5,CaCuF4,4.74,101.44,29.60,134.94,639.66,2079.67,1.0,3.34,3.48,0.66,0.63,0.66,-0.18,mp-1786455,mp-12266,Spacegroup object (2),Spacegroup object (140),0.00,0.00,0.15,0.96,-,0.23,No,CaCu2F8 + CaF2,Partial
570,605,Li2VF6,Li4V2F9,2.60,66.95,24.42,224.83,584.28,1727.64,1.5,112.03,132.89,20.03,39.95,13.36,1.13,mp-753861,mp-863369,Spacegroup object (136),Spacegroup object (165),0.00,0.04,2.11,0.97,1.09,-,No,LiVF4 + LiF,Partial
571,652,Li2VF5,Li4V2F9,1.44,180.69,11.93,83.85,120.53,354.05,0.5,125.11,132.89,19.99,39.95,39.99,1.60,mp-754000,mp-863369,Spacegroup object (15),Spacegroup object (165),0.01,0.04,2.45,0.97,-,-,No,LiVF4 + LiF,Partial
572,777,Li2VF7,Li4V2F9,3.43,50.12,55.26,338.72,1161.73,3045.25,2.5,101.47,132.89,20.07,39.95,8.03,0.90,mp-759125,mp-863369,Spacegroup object (62),Spacegroup object (165),0.05,0.04,1.35,0.97,-,-,No,LiVF4 + LiF,Partial
573,596,RbCrF6,RbCrF3,3.67,44.46,67.02,319.76,1174.59,3676.77,3.0,5271.21,6815.59,1325.47,1325.35,441.82,2.65,mp-554311,mp-1206325,Spacegroup object (148),Spacegroup object (123),0.00,0.01,1.42,0.97,1.25,1.25,No,CrF2 + 0.5 Rb3CrF6,Partial
574,615,RbCrF5,RbCrF3,3.04,58.34,46.09,230.59,701.26,2319.93,2.0,5701.86,6815.59,1325.43,1325.35,662.72,2.82,mp-559677,mp-1206325,Spacegroup object (26),Spacegroup object (123),0.00,0.01,0.18,0.97,-,0.78,No,CrF2 + 0.5 Rb3CrF6,Partial
575,254,CsTeF5,CsTe,2.44,30.15,58.05,376.96,920.50,3604.15,5.0,23127.73,31560.41,8221.85,8221.66,1644.37,3.22,mp-541628,mp-8361,Spacegroup object (62),Spacegroup object (55),0.00,0.00,4.63,1.00,-,-,No,Cs2Te3 + CsF,Complete
576,788,Mn3O2F5,Mn3(OF2)2,3.98,159.42,42.11,91.85,365.70,1111.58,1.0,1.70,1.68,0.50,0.46,0.50,-0.30,mp-759619,mp-849358,Spacegroup object (71),Spacegroup object (136),0.06,0.04,0.77,1.02,-,0.52,No,MnF3 + MnO2 + MnF2,Partial
577,800,Mn3(OF3)2,Mn3(OF2)2,3.93,66.14,17.92,172.47,678.18,2646.04,2.0,1.72,1.68,0.53,0.46,0.27,-0.57,mp-1639489,mp-849358,Spacegroup object (7),Spacegroup object (136),0.07,0.04,0.81,1.02,-,0.68,No,MnF3 + 0.5 MnO2,Partial
578,79,CsAuF4,CsAu,2.94,31.10,47.96,264.14,775.99,4203.48,4.0,41978.95,51649.30,17037.81,17037.66,4259.45,3.63,mp-572767,mp-2667,Spacegroup object (71),Spacegroup object (221),0.00,0.00,2.45,1.02,-,-,No,Au + CsF,Complete
579,546,AgAuF7,AgAuF4,4.73,50.05,58.60,183.65,869.26,4209.19,3.0,20283.44,23318.78,8880.57,8880.45,2960.19,3.47,mp-1196161,mp-16060,Spacegroup object (62),Spacegroup object (140),0.00,0.00,0.00,1.03,-,-,No,Ag(AuF4)2 + AgF2,Partial
580,139,KPF6,KP,1.88,18.86,96.03,873.66,1645.51,4444.95,6.0,4.44,8.39,0.82,0.59,0.14,-0.87,mp-4608,mp-7441,Spacegroup object (148),Spacegroup object (19),0.00,0.00,7.04,1.04,0.76,-,No,K2P3 + KF,Complete
581,675,LiMn2F9,LiMn2F7,4.76,87.51,42.09,186.25,886.90,2421.83,2.0,3.90,4.19,1.12,1.05,0.56,-0.25,mp-753244,mp-763425,Spacegroup object (1),Spacegroup object (15),0.01,0.02,2.27,1.05,-,-,No,MnF3 + 0.3333 Li2MnF6,Partial
582,127,CsSnF3,CsSn,1.44,40.25,19.39,260.54,374.24,1588.19,3.0,26622.19,32652.12,8215.89,8215.78,2738.63,3.44,mp-1105915,mp-571056,Spacegroup object (14),Spacegroup object (218),0.00,0.00,3.79,1.06,-,-,No,Cs4Sn23 + 19 CsF,Complete
583,622,LiMnF6,LiMnF5,5.75,100.36,15.03,152.39,876.46,2550.36,1.0,5.17,5.55,0.91,0.87,0.91,-0.04,mp-752752,mp-1176620,Spacegroup object (148),Spacegroup object (15),0.00,0.01,0.00,1.10,-,-,No,LiMn2F9 + Li2MnF6 + 3 F,Partial
584,688,LiVOF4,LiVOF3,3.82,93.20,23.48,178.82,683.26,1824.48,1.0,129.30,147.78,19.38,19.34,19.38,1.29,mp-760189,mp-765230,Spacegroup object (1),Spacegroup object (4),0.02,0.00,3.01,1.13,-,2.11,No,V2OF5 + 8 Li2VF6 + 3 V2O5,Partial
585,422,K3BiF6,K3Bi,1.34,36.78,17.96,365.25,488.40,1617.88,6.0,6.98,8.71,3.07,2.84,0.51,-0.29,mp-1110846,mp-31286,Spacegroup object (225),Spacegroup object (185),0.07,0.00,4.56,1.14,-,-,No,KBi + 2 KF,Complete
586,658,V2(OF)3,V2O3F,3.26,52.21,53.22,259.11,843.52,2774.92,2.0,180.84,221.07,37.41,37.33,18.71,1.27,mp-763169,mp-755587,Spacegroup object (1),Spacegroup object (63),0.01,0.00,1.43,1.18,-,1.79,No,VO2 + 0.3333 VF3,Partial
587,766,V2O3F2,V2O3F,3.35,87.04,27.71,142.65,477.95,1713.11,1.0,198.92,221.07,37.37,37.33,37.37,1.57,mp-761129,mp-755587,Spacegroup object (2),Spacegroup object (63),0.05,0.00,1.28,1.18,-,0.90,No,VO2 + 0.3333 VF3,Partial
588,742,LiV3O5F3,LiV3O5F,2.63,64.40,20.94,180.63,474.70,1816.11,2.0,190.86,218.60,56.64,56.56,28.32,1.45,mp-758438,mp-752985,Spacegroup object (9),Spacegroup object (1),0.04,0.07,0.91,1.22,0.19,-,No,VO2 + 0.1111 LiV3(OF3)2 + 0.3333 LiF,Partial
589,417,Na2Fe2P2O8F,NaFePO4,3.66,209.01,29.57,73.11,267.83,780.07,1.0,1.12,1.07,0.41,0.19,0.41,-0.39,mp-1196373,mp-19226,Spacegroup object (60),Spacegroup object (62),0.07,0.00,0.69,1.26,-,-,No,Fe2PO5 + 5 NaFePO4 + 2 Na3Fe2P2O8F3 + NaFeP2O7,Complete
590,609,VOF3,V2O2F3,3.46,51.07,76.97,324.38,1121.70,3013.50,1.5,151.38,195.98,18.76,37.41,12.51,1.10,mp-556026,mp-764379,Spacegroup object (14),Spacegroup object (9),0.00,0.06,3.66,1.27,1.02,-,No,V2OF5 + VO2,Partial
591,634,VOF2,V2O2F3,2.90,105.63,22.01,127.70,370.00,1220.78,0.5,178.42,195.98,18.72,37.41,37.45,1.57,mp-781604,mp-764379,Spacegroup object (1),Spacegroup object (9),0.00,0.06,1.51,1.27,-,-,No,V2OF5 + VO2,Partial
592,659,V2(OF)3,V2O3F2,3.16,104.42,19.97,129.55,409.46,1347.00,1.0,180.84,198.92,37.41,37.37,37.41,1.57,mp-763169,mp-761129,Spacegroup object (1),Spacegroup object (2),0.01,0.05,1.43,1.28,-,-,No,V2OF5 + V2O5,Partial
593,756,K2NbO3F5,K2NbO3F,3.73,49.51,76.37,341.32,1271.68,3348.99,4.0,25.55,33.07,8.03,7.87,2.01,0.30,mp-1180911,mp-1223800,Spacegroup object (5),Spacegroup object (107),0.05,0.00,0.74,1.29,-,2.24,No,K4Nb6O17 + 8 KF + O,Partial
594,293,V3O5F,V3O5,2.60,96.76,11.19,106.43,276.95,1196.83,1.0,222.32,240.30,55.98,55.95,55.98,1.75,mp-763350,mp-1272338,Spacegroup object (7),Spacegroup object (2),0.00,0.00,0.43,1.31,1.64,-,No,V2O3F + VO2,Complete
595,395,V3O5F3,V3O5,3.17,43.08,48.50,277.43,878.10,3270.09,3.0,193.43,240.30,56.06,55.95,18.69,1.27,mp-759530,mp-1272338,Spacegroup object (9),Spacegroup object (2),0.06,0.00,0.00,1.31,1.42,-,No,V2O3F + VO2,Complete
596,47,K2PtF6,K2Pt,2.21,23.94,27.85,415.24,918.38,4110.78,6.0,14007.18,19848.99,5424.57,5424.34,904.10,2.96,mp-3821,mp-1062676,Spacegroup object (164),Spacegroup object (225),0.00,0.01,2.57,1.31,-,-,No,Pt + 2 KF,Complete
597,641,Li2VOF5,Li2VOF4,3.71,94.65,-1.60,152.44,566.05,1746.03,1.0,113.74,127.28,20.00,19.96,20.00,1.30,mp-757198,mp-780857,Spacegroup object (144),Spacegroup object (63),0.00,0.00,2.83,1.33,-,0.45,No,Li2VF6 + 0.3333 V2O5 + 1.333 LiF,Partial
598,643,LiVOF3,LiVOF2,2.83,75.48,30.80,204.78,578.60,1665.88,1.0,147.78,172.54,19.34,19.30,19.34,1.29,mp-765230,mp-759150,Spacegroup object (4),Spacegroup object (15),0.00,0.02,1.13,1.34,1.24,-,No,V3O5 + 2 LiV3(OF3)2 + 7 LiF,Partial
599,689,LiVOF4,LiVOF2,3.32,46.60,61.50,357.65,1188.52,3173.64,2.0,129.30,172.54,19.38,19.30,9.69,0.99,mp-760189,mp-759150,Spacegroup object (1),Spacegroup object (15),0.02,0.02,3.01,1.34,-,-,No,V3O5 + 2 LiV3(OF3)2 + 7 LiF,Partial
600,761,ZnAgF5,ZnAgF3,4.60,52.69,43.76,199.81,919.32,3886.38,2.0,210.82,245.28,56.56,56.48,28.28,1.45,mp-1830250,mp-998537,Spacegroup object (2),Spacegroup object (148),0.05,0.02,0.00,1.35,-,-,No,AgF2 + ZnF2,Partial
601,803,Li3V2(OF)4,Li3V2(O2F)2,2.93,69.57,14.86,204.05,597.93,1874.57,2.0,149.19,174.07,39.19,39.11,19.60,1.29,mp-776500,mp-1572353,Spacegroup object (1),Spacegroup object (11),0.07,0.05,1.29,1.36,-,-,No,Li3VO4 + 2 V3O5 + 7.5 LiF,Partial
602,67,NaNb(OF)2,NaNbO2,1.46,42.70,88.28,288.36,420.81,1521.13,2.0,37.50,46.61,6.97,6.89,3.49,0.54,mp-555305,mp-3744,Spacegroup object (14),Spacegroup object (194),0.00,0.00,2.91,1.38,2.03,-,No,Na2Nb3O6 + NaF,Complete
603,723,Li2V(OF)2,Li2VO2F,2.29,73.18,32.25,198.80,454.95,1391.82,1.0,147.49,171.36,19.89,19.85,19.89,1.30,mp-753161,mp-763051,Spacegroup object (160),Spacegroup object (164),0.03,0.00,0.00,1.41,-,2.30,No,Li3VO4 + 7 LiF + 2 V2O3,Partial
604,403,Li4CrP2(O4F)2,Li4Cr(PO4)2,2.96,94.39,8.04,174.21,515.04,1394.03,2.0,9.98,11.10,3.07,2.99,1.53,0.19,mp-759047,mp-25903,Spacegroup object (1),Spacegroup object (14),0.06,0.04,3.59,1.43,-,-,No,Li5Cr3(PO4)4 + 2 Li3PO4 + LiF,Complete
605,94,LiNb(OF)2,LiNbO2,1.73,36.72,85.39,315.60,545.73,2095.85,2.0,44.04,56.16,7.48,7.40,3.74,0.57,mp-769319,mp-3924,Spacegroup object (14),Spacegroup object (194),0.00,0.00,2.82,1.44,0.35,-,No,NbO2 + LiF,Complete
606,743,LiMn2OF5,LiMn2OF3,3.09,51.04,13.98,235.30,726.64,2692.94,2.0,4.27,4.72,0.97,0.90,0.49,-0.31,mp-761120,mp-756757,Spacegroup object (9),Spacegroup object (62),0.04,0.05,0.52,1.49,-,0.95,No,LiF + 0.25 Mn3O4 + 1.25 MnF2,Partial
607,747,Li4MnF8,Li4MnF7,4.32,150.16,20.40,114.20,493.73,1281.36,1.0,11.61,12.45,2.72,2.69,2.72,0.44,mp-756952,mp-755600,Spacegroup object (3),Spacegroup object (2),0.04,0.03,2.24,1.53,-,-,No,Li2MnF6 + 2 LiF,Partial
608,621,LiMnF6,LiMnF4,5.22,50.18,43.34,304.79,1590.18,4627.19,2.0,5.17,6.04,0.91,0.83,0.45,-0.34,mp-752752,mp-558059,Spacegroup object (148),Spacegroup object (14),0.00,0.00,0.00,1.54,-,0.39,No,MnF3 + Li2MnF6,Partial
609,677,LiMnF5,LiMnF4,4.68,87.25,24.61,170.85,800.16,2389.01,1.0,5.55,6.04,0.87,0.83,0.87,-0.06,mp-1176620,mp-558059,Spacegroup object (15),Spacegroup object (14),0.01,0.00,1.10,1.54,-,0.44,No,MnF3 + Li2MnF6,Partial
610,36,RbSF5,RbS,3.08,25.12,74.67,630.55,1942.49,5458.09,5.0,6234.31,11271.35,1324.94,1324.75,264.99,2.42,mp-28555,mp-9062,Spacegroup object (62),Spacegroup object (189),0.00,0.00,4.71,1.58,-,-,No,Rb2S3 + RbF,Complete
611,291,BaTeF6,BaTe,2.35,22.90,54.23,424.39,995.61,4559.24,6.0,22.08,30.72,8.37,8.14,1.39,0.14,mp-556778,mp-1000,Spacegroup object (43),Spacegroup object (225),0.00,0.00,4.64,1.59,-,-,No,BaTe2 + BaF2,Complete
612,567,Li2CrF6,Li2CrF4,2.95,49.45,22.56,298.01,879.14,2655.08,2.0,10.44,12.69,1.88,1.80,0.94,-0.03,mp-555112,mp-764423,Spacegroup object (136),Spacegroup object (6),0.00,0.06,1.21,1.61,0.94,0.94,No,Li3CrF6 + 0.5 CrF2,Partial
613,768,LiV2OF7,LiV2OF5,3.37,69.86,34.10,207.91,699.84,2144.27,2.0,147.93,173.16,38.14,38.06,19.07,1.28,mp-1285272,mp-753339,Spacegroup object (44),Spacegroup object (7),0.05,0.05,2.20,1.62,-,-,No,VO2 + 2 LiVF4 + VF3,Partial
614,374,LiV2O5F,LiV2O5,3.57,98.85,0.39,128.97,460.14,1606.36,1.0,182.46,200.62,37.92,37.88,37.92,1.58,mp-765596,mp-777667,Spacegroup object (18),Spacegroup object (62),0.05,0.00,2.15,1.63,1.94,-,No,V2O5 + LiF,Complete
615,629,W(OF)2,WO2F,2.71,99.20,57.54,105.59,286.11,1215.65,1.0,25.89,27.82,6.57,6.53,6.57,0.82,mp-759764,mp-765195,Spacegroup object (26),Spacegroup object (15),0.00,0.01,1.69,1.64,0.33,0.33,No,W8O21 + 5 WOF3,Partial
616,763,Li4Co3OF11,Li4Co3OF8,3.79,67.88,28.90,187.18,709.00,2483.20,3.0,19.88,22.62,8.54,8.43,2.85,0.45,mp-754688,mp-759351,Spacegroup object (1),Spacegroup object (8),0.05,0.07,0.70,1.65,-,1.84,No,Co3O4 + 16 LiF + 9 CoF2,Partial
617,53,Cs2PtF6,Cs2Pt,2.15,32.97,63.29,279.72,602.69,2908.09,6.0,38008.76,47408.75,21850.68,21850.45,3641.78,3.56,mp-9262,mp-13548,Spacegroup object (225),Spacegroup object (194),0.00,0.04,2.81,1.67,-,-,No,Pt + 2 CsF,Complete
618,439,NaFeF4,Na2Fe2F7,2.86,161.49,6.40,86.55,247.31,787.46,0.5,1.59,1.56,0.25,0.45,0.49,-0.31,mp-18455,mp-1210473,Spacegroup object (14),Spacegroup object (44),0.00,0.01,2.95,1.68,1.58,-,No,Na5Fe3F14 + 2 FeF2,Partial
619,78,AuBrF6,AuBr,4.27,23.92,125.03,411.42,1758.04,7951.59,6.0,22577.55,31872.12,8824.68,8824.45,1470.78,3.17,mp-30159,mp-505366,Spacegroup object (4),Spacegroup object (138),0.00,0.00,1.64,1.69,-,-,No,Au3F8 + 1.5 AuBr3,Complete
620,754,Mg(AuF6)2,Mg(AuF4)2,5.36,62.55,47.35,165.90,889.71,3815.78,4.0,27310.74,30950.16,17648.72,17648.57,4412.18,3.64,mp-1210728,mp-8708,Spacegroup object (115),Spacegroup object (14),0.05,0.00,1.35,1.70,-,0.31,No,AuF5 + 0.5 MgF2,Partial
621,662,LiFe2F7,LiFe2F6,3.23,123.38,15.83,106.52,343.55,1163.47,1.0,3.55,3.68,0.89,0.86,0.89,-0.05,mp-776692,mp-557403,Spacegroup object (14),Spacegroup object (102),0.01,0.00,3.08,1.71,0.36,0.36,No,LiFeF4 + FeF3,Partial
622,780,Li3MnF7,Li3MnF6,4.62,146.80,32.95,128.39,593.74,1402.02,1.0,10.09,10.90,2.11,2.07,2.11,0.32,mp-759724,mp-760028,Spacegroup object (160),Spacegroup object (15),0.05,0.00,1.28,1.72,-,-,No,Li2MnF6 + LiF,Partial
623,806,Li3VO3F2,Li3VO3F,2.67,104.33,44.23,169.89,452.78,1136.94,1.0,129.74,147.22,20.47,20.43,20.47,1.31,mp-850210,mp-758195,Spacegroup object (9),Spacegroup object (2),0.07,0.05,3.26,1.78,-,-,No,Li3VO4 + 2 LiF + 0.3333 V2O3,Partial
624,297,Li2FeO2F,Li2FeO2,1.16,55.25,3.03,222.01,258.57,938.15,1.0,10.15,11.68,1.23,1.19,1.23,0.09,mp-754758,mp-755094,Spacegroup object (164),Spacegroup object (71),0.00,0.02,1.42,1.79,1.97,-,No,LiFeO2 + LiF,Complete
625,762,Bi12O16F5,Bi3O4F,3.91,535.41,-11.63,9.38,36.66,325.07,1.0,5.66,5.68,16.18,4.04,16.18,1.21,mp-766268,mp-757162,Spacegroup object (5),Spacegroup object (13),0.05,0.02,0.00,1.80,1.50,1.50,No,Bi4O7 + 10 BiOF + 5 Bi2O3,Partial
626,438,NaFeF4,NaFeF3,2.82,80.74,26.84,173.10,487.75,1553.08,1.0,1.59,1.53,0.25,0.21,0.25,-0.61,mp-18455,mp-505066,Spacegroup object (14),Spacegroup object (62),0.00,0.00,2.95,1.80,0.54,0.54,No,Na5Fe3F14 + 2 FeF2,Partial
627,673,Na2Fe2F7,NaFeF3,2.78,151.77,19.21,92.21,256.16,814.61,1.0,1.56,1.53,0.45,0.21,0.45,-0.34,mp-1210473,mp-505066,Spacegroup object (44),Spacegroup object (62),0.01,0.00,1.68,1.80,-,1.95,No,Na5Fe3F14 + 3 FeF2 + NaF,Partial
628,307,FeOF,FeO,2.49,34.06,60.32,295.03,734.79,3254.02,1.0,0.71,0.36,0.06,0.03,0.06,-1.19,mp-1178215,mp-1274279,Spacegroup object (84),Spacegroup object (12),0.01,0.00,0.00,1.82,4.09,-,No,Fe3O4 + FeF2,Complete
629,740,LiV2F9,LiV2F7,3.77,86.58,40.60,191.57,722.61,1939.06,2.0,136.57,157.71,38.21,38.14,19.11,1.28,mp-1176613,mp-756227,Spacegroup object (62),Spacegroup object (15),0.04,0.02,1.76,1.84,-,-,No,Li2VF6 + 3 VF3,Partial
630,570,LiCuF4,LiCuF2,3.75,35.87,61.79,365.94,1370.74,4646.91,2.0,7.60,9.56,1.11,1.04,0.56,-0.25,mp-753257,mp-753098,Spacegroup object (14),Spacegroup object (166),0.00,0.01,0.83,1.84,0.37,0.37,No,CuF2 + LiF,Partial
631,666,LiCuF3,LiCuF2,3.18,53.27,20.13,210.24,669.15,2658.93,1.0,8.44,9.56,1.08,1.04,1.08,0.03,mp-758052,mp-753098,Spacegroup object (161),Spacegroup object (166),0.01,0.01,0.00,1.84,1.57,1.57,No,CuF2 + LiF,Partial
632,714,Li2Cu2F7,LiCuF2,3.57,45.63,54.33,293.49,1046.34,3477.44,3.0,7.99,9.56,2.19,1.04,0.73,-0.14,mp-758696,mp-753098,Spacegroup object (2),Spacegroup object (166),0.03,0.01,0.03,1.84,-,1.85,No,CuF2 + LiF,Partial
633,749,Li2Cu2F5,LiCuF2,3.51,105.53,18.98,113.58,398.37,1479.17,1.0,8.95,9.56,2.11,1.04,2.11,0.32,mp-762259,mp-753098,Spacegroup object (14),Spacegroup object (166),0.05,0.01,0.00,1.84,-,0.56,No,CuF2 + 0.3333 Cu + 1.333 LiF,Partial
